CINO,CI_STS,MODEL,APPMON,OPERATOR_NAME,UDATE,CDATE,CNAME
CI-25-0058,01,RXTA48AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0059,01,RXTA60AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0060,01,RZA18AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0061,01,RZA24AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0062,01,RZA30AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0063,01,RZA36AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0064,01,RZA42AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0065,01,RZA48AAVJU,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0066,01,RZFC40EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0066,01,RZFC50EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0066,01,RZFC60EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0066,01,RZFC71AVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0066,01,RZFC71EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC100AVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC100DV1G,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC100DVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC100EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC85DVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
CI-25-0067,01,RZFC85EVM,202501,NISA,11/01/2025,11/01/2025,MSI-NB-ALOGKOT
